name,Address,sale_price_range,en_bloc_prob
The Waterline,"161 Poh Huat Road West, singapore 546692","S$ 1,199,999
  -
  S$ 2,650,000",<20%
The Wharf Residence,"7 Tong Watt Road, singapore 238002","S$ 2,330,000
  -
  S$ 3,600,000",<20%
The Wisteria,"590 Yishun Ring Road, singapore 768694",null,null
The Yardley,"571 Upper Serangoon Road, singapore 534798","S$ 1,950,000
  -
  S$ 1,950,000",20%-39%
Thomson Euro-Asia,"150 Thomson Road, singapore 307605","S$ 2,080,000
  -
  S$ 2,500,000",40%-59%
Thomson Grand,"17 Sin Ming Walk, singapore 573913","S$ 1,380,000
  -
  S$ 4,800,000",<20%
Thomson Grove,"0 Yio Chu Kang Road, singapore 780000",null,>80%
Thomson Imperial Court,"200 Upper Thomson Road, singapore 574424","S$ 2,800,000
  -
  S$ 2,900,000",60%-79%
Thomson Impressions,"20 Lorong Puntong, singapore 576438","S$ 798,000
  -
  S$ 2,060,000",null
Thomson Three,"21 Bright Hill Drive, singapore 573883","S$ 800,000
  -
  S$ 2,788,888",<20%
Thomson V Two,"11 Sin Ming Road, singapore 575629","S$ 920,000
  -
  S$ 1,000,000",20%-39%
Thomson View Condo,"7 Bright Hill Drive, singapore 579599",null,null
Three Buckley,", singapore 309740",null,20%-39%
Tierra Vue,"36 Saint Patrick's Road, singapore 424160","S$ 2,500,000
  -
  S$ 2,500,000",20%-39%
Tivoli Grande,"126 Koon Seng Road, singapore 427059","S$ 799,000
  -
  S$ 1,888,888",<20%
Toh Tuck Lodge,"26F Toh Tuck Road, singapore 596221","S$ 1,750,000
  -
  S$ 1,750,000",40%-59%
Toh Yi Court,"97 Toh Yi Drive, singapore 596553",null,>80%
Toho Garden,"212A Yio Chu Kang Road, singapore 545655",null,null
Tomlinson Heights,"31 Tomlinson Road, singapore 247855","S$ 9,900,000
  -
  S$ 16,900,000",<20%
Torie Mansion,"75-75D Everitt Road, singapore 428618",null,null
Torieview Mansions,"8 Lorong 29 Geylang, singapore 388064","S$ 1,750,000
  -
  S$ 1,750,000",>80%
Tre Residences,"7 Geylang East Avenue 1, singapore 389782","S$ 750,000
  -
  S$ 1,600,000",null
Treasure at Tampines,"118 Tampines Street 11, singapore 520118","S$ 779,999
  -
  S$ 2,482,000",null
Treasure Loft,"115 Shrewsbury Road, singapore 307856","S$ 1,450,000
  -
  S$ 1,450,000",40%-59%
Treasures @ G19,"33 Lorong 19 Geylang, singapore 388502","S$ 580,000
  -
  S$ 585,000",null
Treasures @ G20,"35 Lorong 20 Geylang, singapore 398751","S$ 550,000
  -
  S$ 618,000",<20%
Tree House,"60 Chestnut Avenue, singapore 679517","S$ 940,000
  -
  S$ 2,050,000",<20%
Trendale Tower,"79 Cairnhill Road, singapore 229681",null,>80%
Tresalveo,"7 Marymount Terrace, singapore 573963","S$ 1,058,000
  -
  S$ 1,058,000",<20%
Trevista,"21 Lorong 3 Toa Payoh, singapore 319581","S$ 700,000
  -
  S$ 3,350,000",<20%
Tribeca,"60 Kim Seng Road, singapore 239497",null,<20%
Trilight,"7 Newton Road, singapore 307945","S$ 2,550,000
  -
  S$ 5,000,000",<20%
Trilive,"115 Tampines Road, singapore 533901","S$ 890,000
  -
  S$ 2,180,000",null
Tropicana Condominium,"2 Jalan Tiga Ratus, singapore 488067","S$ 2,080,800
  -
  S$ 2,080,800",40%-59%
Tropics @ Haigsville,"3 Haigsville Drive, singapore 438702",null,20%-39%
Tropika East,"3 Foo Kim Lin Road, singapore 419679","S$ 675,000
  -
  S$ 2,400,000",<20%
TRUSSVILLE,"61 - 61K Paya Lebar Crescent, singapore 534210",null,null
Tulip Garden,"1 Farrer Road, singapore 268817",null,>80%
Turquoise,"0 Cove Drive,Sentosa, singapore 090000","S$ 2,666,800
  -
  S$ 6,200,000",<20%
TwentyOne Angullia Park,"21 Angullia Park, singapore 239974","S$ 7,490,000
  -
  S$ 10,300,000",<20%
Twin VEW,"91 West Coast Vale, singapore 126755","S$ 880,000
  -
  S$ 2,490,000",null
Two8one Studio,"281 River Valley Road, singapore 238322",null,20%-39%
Uber 388,"388 Upper East Coast Road, singapore 466477","S$ 880,000
  -
  S$ 1,680,000",<20%
Up@Robertson Quay,"90 Robertson Quay, singapore 238259","S$ 1,125,000
  -
  S$ 2,800,000",40%-59%
Uptown @ Farrer,"2 Perumal Road Singapore, singapore 218773","S$ 1,799,999
  -
  S$ 4,188,000",null
Urban Heritage,", singapore 329700","S$ 638,000
  -
  S$ 800,008",20%-39%
Urban Lofts,"89 Rangoon Road, singapore 218375","S$ 738,000
  -
  S$ 990,000",20%-39%
Urban Residences,"10 Lorong Ah Soo, singapore 534051","S$ 688,000
  -
  S$ 1,270,000",<20%
Urban Suites @ Hullet Road,"1 Hullet Road, singapore 229157","S$ 3,000,000
  -
  S$ 10,800,000",null
Urban Treasures,"205 Jalan Eunos, singapore 419535","S$ 920,000
  -
  S$ 2,379,600",null
Urban Vista,"2 Tanah Merah Kechil Link, singapore 465417","S$ 660,000
  -
  S$ 1,900,000",<20%
V on Shenton,"5 Shenton Way, singapore 068808","S$ 990,000
  -
  S$ 22,000,000",null
VA Residences,"9 Boon Teck Road, singapore 329583","S$ 766,888
  -
  S$ 2,400,000",<20%
Vacanza @ East,"36 Lengkong Tujoh, singapore 417391","S$ 650,000
  -
  S$ 2,390,000",<20%
Valley House,"338 River Valley Road, singapore 238367",null,null
Van Holland,"186 Holland Road, singapore 278583","S$ 1,398,800
  -
  S$ 5,537,280",null
Ventuno Balmoral,"21 Balmoral Road, singapore 259805","S$ 2,800,000
  -
  S$ 3,019,900",20%-39%
Ventura View,", singapore 417722","S$ 650,000
  -
  S$ 1,650,000",<20%
Verdale,"10 De Souza Avenue, singapore 599449","S$ 700,000
  -
  S$ 3,315,200",null
Verdure @ Holland Park,"55 Holland Road, singapore 258865","S$ 2,000,000
  -
  S$ 3,100,000",null
Versailles,"133 Hemmant Road, singapore 438686","S$ 1,830,000
  -
  S$ 1,830,000",>80%
Versilia On Haig,"29A Ipoh Lane, singapore 438627","S$ 1,990,000
  -
  S$ 1,990,000",<20%
Verticus,"5 Jalan Kemaman, singapore 329325","S$ 895,000
  -
  S$ 2,766,000",null
Vetro,"22a Mar Thoma Road, singapore 328703",null,20%-39%
Vibes @ Kovan,"93 Kovan Road, singapore 548178","S$ 738,888
  -
  S$ 1,000,000",<20%
Vicenta Lodge,"6A Lorong Marzuki, singapore 417063",null,>80%
Victory Heights,"13 Kim Keat Road, singapore 328842","S$ 1,310,000
  -
  S$ 1,310,000",60%-79%
Viento,"29 Lorong 30 Geylang, singapore 398362","S$ 628,000
  -
  S$ 750,000",<20%
View at Kismis,"21 Lorong Kismis, singapore 596187","S$ 1,900,000
  -
  S$ 2,179,000",null
Villa Azura,"1 Cherry Avenue, singapore 279871","S$ 2,380,000
  -
  S$ 3,800,000",60%-79%
Villa Azura,"1 Cherry Avenue, singapore 279871","S$ 2,380,000
  -
  S$ 3,800,000",60%-79%
Villa Chancerita,"16 Chancery Hill Road, singapore 309657",null,60%-79%
Villa Chancery,"39 Chancery Lane, singapore 309568",null,>80%
Villa De West,"385 Pasir Panjang Road, singapore 118719",null,60%-79%
Villa Delle Rose,"0 Taman Nakhoda, singapore 257000","S$ 5,500,000
  -
  S$ 6,500,000",>80%
Villa Des Flores,"125 Whitley Road, singapore 297820",null,>80%
Village @ Pasir Panjang,"417 Pasir Panjang Road, singapore 118758","S$ 1,380,000
  -
  S$ 3,850,000",<20%
Village Tower,"35 Mount Sinai Rise, singapore 276955",null,>80%
Villas Laguna,"366 Upper East Coast Road, singapore 466472","S$ 2,000,000
  -
  S$ 2,000,000",>80%
Villas Six,"250 Pasir Panjang Road, singapore 117622",null,null
Vista Residences,"26 Jalan Datoh, singapore 329425","S$ 1,050,000
  -
  S$ 2,550,000",<20%
VIVA,"2 Suffolk Walk, singapore 307462","S$ 2,450,000
  -
  S$ 17,749,200",<20%
Viva Vista,"3 South Buona Vista Road, singapore 118136","S$ 650,000
  -
  S$ 1,399,999",<20%
Vogx,"109 Dorset Road, singapore 219498","S$ 1,590,000
  -
  S$ 1,590,000",20%-39%
Volari,"14 Balmoral Road, singapore 259800","S$ 2,800,000
  -
  S$ 5,000,000",<20%
Vue 8 Residence,"00 Pasir Ris Heights, singapore 519000","S$ 680,000
  -
  S$ 2,750,000",<20%
Wallich Residence,"3 Wallich Street, singapore 078882","S$ 2,076,000
  -
  S$ 18,600,000",null
Wan Tho Lodge,"21 Wan Tho Avenue, singapore 347550",null,>80%
Warner Court,"110 Holland Ave, singapore 278966",null,>80%
Waterbank at Dakota,"25 Dakota Crescent, singapore 390025","S$ 815,000
  -
  S$ 2,400,000",<20%
Waterfront Gold,"733 Bedok Reservoir Road, singapore 470733","S$ 780,000
  -
  S$ 1,990,000",null
Waterfront Isle,"758 Bedok Reservoir Road, singapore 479260","S$ 747,000
  -
  S$ 4,350,000",null
Waterfront Key,"770 Bedok Reservoir Road, singapore 479250","S$ 1,178,000
  -
  S$ 1,720,000",null
Waterfront View,"726 726 - 738 Bedok Reservoir Road, singapore 470726",null,null
Waterfront Waves,"760 Bedok Reservoir Road, singapore 479245","S$ 1,200,000
  -
  S$ 2,250,000",null
Waterloo Apartments,"64 Waterloo Street, singapore 187959",null,>80%
Watertown,"69 Punggol Central, singapore 828754","S$ 780,000
  -
  S$ 2,450,000",null
Waterview,"79 Tampines Avenue 1, singapore 528684","S$ 849,999
  -
  S$ 3,600,000",<20%
Watten Estate Condominium,"2 Watten Terrace, singapore 287226",null,>80%
Watten Hill Condo,"0 Watten View, singapore 287000",null,null
Wedgewood Mansion,"142 Lorong L Telok Kurau, singapore 425573",null,null
Welkin Mansion,"17 River Valley Close, singapore 238434",null,null
West-N,"253 Pasir Panjang Road, singapore 118618",null,20%-39%
Western Grove,"250 Pasir Panjang Road, singapore 117452",null,null
Westpark Regency,"346A Pasir Panjang Road, singapore 117665",null,null
Westpoint Condominium,"3 Pepys Road, singapore 118442",null,null
Westvale,"334,Pasir Panjang Road, singapore 118659",null,null
Westwood Apartments,"15 Orchard Boulevard , singapore 248644",null,null
Westwood Residences EC,", singapore 648147","S$ 899,800
  -
  S$ 1,230,000",null
Wharton Vale,"68 Sophia Road, singapore 228187","S$ 2,550,000
  -
  S$ 2,550,000",40%-59%
Whistler Grand,"107 West Coast Vale, singapore 126751","S$ 650,000
  -
  S$ 3,688,000",null
White House Residence,"67 Stevens Road, singapore 257855","S$ 7,739,999
  -
  S$ 13,971,408",null
Whitescape,"88 Lorong N Telok Kurau, singapore 425239",null,20%-39%
Wilkie 48,", singapore 228056",null,60%-79%
Wilkie 87,"87 Wilkie Road, singapore 228084",null,null
Wilkie Apartments,"59 Wilkie Road, singapore 228064",null,>80%
Wilkie Studio,"86 Wilkie Road, singapore 228096","S$ 1,950,000
  -
  S$ 3,160,000",20%-39%
Willyn Ville,"1 Holland Avenue, singapore 278965","S$ 3,300,000
  -
  S$ 3,300,000",>80%
Wilmer House,"1 Saint Thomas Walk, singapore 238096",null,null
Wilmer Place,"50 Armenian Street, singapore 179938",null,null
Wilshire Residences,"30 Farrer Road, singapore 268832","S$ 800,000
  -
  S$ 3,810,000",null
Windy Heights,"80 Jalan Daud, singapore 419591",null,>80%
Wing Fong Court,"10 Lorong 14 Geylang, singapore 398922","S$ 1,020,000
  -
  S$ 1,388,000",null
Woodhaven,"71 Woodgrove Avenue, singapore 737808","S$ 688,000
  -
  S$ 3,000,000",<20%
Woodsville 28,"26 Woodsville Close, singapore 357774","S$ 1,200,000
  -
  S$ 2,614,131",<20%
Yew Mei Green,"50 Choa Chu Kang North 6, singapore 689574","S$ 920,000
  -
  S$ 1,100,000",<20%
YGK Gardens,"2 Belmont Road, singapore 269854",null,null
Yi Mei Gardens,"111 Tampines Road, singapore 535133",null,null
Yong Siak Court,"11 Yong Siak Street, singapore 168646","S$ 2,500,000
  -
  S$ 2,500,000",>80%
Zedge,"2 Akyab Road, singapore 309973","S$ 878,000
  -
  S$ 1,550,000",<20%
ZEPHYR PARK,"4 Sea Breeze Walk, singapore 487392",null,null
Zyanya,"8 Lorong 25A Geylang, singapore 388222","S$ 836,999
  -
  S$ 2,232,100",null
